age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y_new
38,6,1,1,0,0,17,3,547,2,0,2,1,1,1
33,1,1,1,4,2,18,5,625,2,0,2,1,1,1
24,11,0,1,387,1,4,4,340,8,0,2,0,0,1
77,5,1,0,2590,1,13,10,212,3,12,0,0,0,1
54,1,1,1,473,0,2,10,182,1,1,0,0,1,1
38,3,0,2,172,0,1,3,1176,1,0,2,1,0,1
62,5,1,2,2557,0,14,8,211,1,7,1,1,0,1
54,1,1,1,473,0,2,10,182,1,1,0,0,1,1
60,1,1,1,116,0,11,7,329,2,8,1,0,0,1
47,0,1,2,1147,0,2,5,654,1,1,0,0,0,1
73,5,1,3,519,1,26,1,270,3,2,1,0,0,1
39,3,1,1,261,0,4,4,841,4,0,2,0,0,1
39,8,0,2,426,2,18,5,1029,1,0,2,0,0,1
40,0,1,2,1855,1,8,1,78,6,0,2,0,0,1
37,7,0,1,278,2,3,5,1045,3,0,2,1,0,1
19,11,0,0,608,0,12,4,236,1,2,1,0,0,1
44,3,1,1,105,0,20,3,586,1,0,2,1,0,1
41,1,0,2,1646,0,5,7,172,3,8,1,1,0,1
41,0,1,1,280,0,27,1,87,2,0,2,1,0,1
51,7,2,1,65,0,15,6,881,1,0,2,0,1,1
41,2,0,1,663,0,24,6,1204,1,0,2,0,0,1
43,3,1,0,-192,2,8,4,1120,2,0,2,1,0,1
45,0,0,2,1411,0,7,8,800,2,3,0,0,0,1
50,3,1,0,12519,0,21,10,615,3,1,0,1,0,1
36,1,1,1,1368,0,1,5,516,1,5,0,0,0,1
37,0,0,2,1027,0,1,9,137,1,1,0,1,0,1
49,3,1,0,361,2,16,5,513,2,0,2,1,0,1
39,0,1,3,76,0,15,8,200,1,1,1,0,0,1
33,0,1,1,336,0,15,3,179,3,0,2,0,0,1
33,6,1,1,0,1,17,6,1448,7,0,2,1,0,1
50,6,0,1,2252,0,30,3,652,2,0,2,0,0,1
49,1,1,2,2611,0,20,3,194,2,0,2,0,0,1
40,1,1,1,2338,0,16,9,717,2,0,2,0,0,1
25,1,0,1,1199,0,1,5,287,1,0,2,0,0,1
36,0,0,2,479,0,9,1,629,2,0,2,0,0,1
33,7,0,1,152,0,25,4,202,2,2,1,1,0,1
36,0,0,2,-78,2,2,5,1068,1,0,2,1,0,1
48,10,1,1,513,0,28,6,939,3,0,2,0,1,1
37,6,0,1,245,2,7,4,732,2,0,2,1,1,1
59,0,1,2,1,0,29,3,210,1,0,2,1,0,1
45,0,1,2,160,0,30,3,619,1,0,2,0,0,1
52,8,1,2,4012,0,31,7,634,3,5,3,0,0,1
35,10,0,1,1015,2,5,5,406,2,0,2,1,0,1
60,6,1,1,3547,1,15,5,351,6,0,2,0,0,1
37,3,1,1,604,0,7,9,371,1,1,0,1,0,1
36,3,1,0,378,0,5,4,1240,1,0,2,1,0,1
61,6,1,1,4608,0,12,2,212,1,0,2,0,0,1
25,0,0,2,219,0,4,7,576,1,1,1,0,0,1
30,8,0,1,-617,0,19,10,925,1,0,2,0,1,1
48,0,1,2,1808,0,26,1,245,1,0,2,1,0,1
45,6,1,1,925,0,6,7,406,2,0,2,0,0,1
42,3,1,0,1461,0,7,4,757,2,3,0,1,0,1
36,6,1,1,96,0,30,3,208,1,1,1,0,0,1
26,11,0,2,294,0,5,2,87,1,2,1,0,0,1
48,3,1,1,292,0,30,3,271,1,1,1,0,0,1
33,0,0,2,6807,0,20,3,163,1,0,2,0,0,1
34,1,0,1,1279,0,22,6,174,2,8,3,1,0,1
28,0,0,2,41,0,15,4,885,3,2,3,1,0,1
28,0,0,2,6551,0,23,8,203,1,0,2,0,0,1
36,0,0,1,1511,0,16,10,270,1,0,2,1,0,1
57,0,1,2,1318,0,16,9,115,1,2,0,0,0,1
52,4,1,3,5361,0,5,7,607,3,0,2,0,0,1
52,1,1,1,386,0,20,3,438,1,0,2,0,0,1
26,6,0,2,313,0,26,1,210,2,0,2,0,1,1
58,2,1,2,776,1,9,6,990,1,0,2,1,0,1
58,0,2,2,5037,0,18,10,1437,2,0,2,1,0,1
35,6,1,1,404,2,29,4,539,1,0,2,1,0,1
30,0,0,2,985,0,25,9,304,1,2,1,1,0,1
45,0,1,3,2724,0,28,5,359,2,1,1,0,0,1
49,6,0,2,228,0,3,8,252,2,2,1,1,0,1
50,6,1,1,3608,0,13,10,176,2,2,1,1,0,1
36,3,1,1,1193,0,30,9,640,1,0,2,0,0,1
29,1,0,1,316,0,3,2,156,1,0,2,1,0,1
32,7,0,1,-198,2,21,4,681,3,0,2,1,0,1
37,3,1,3,1508,2,6,5,381,2,0,2,0,1,1
29,9,0,0,550,0,29,0,801,1,0,2,0,0,1
33,6,1,1,616,0,6,8,250,3,0,2,0,0,1
35,8,1,2,2427,0,12,6,210,3,7,3,0,0,1
53,6,1,1,459,0,5,3,558,1,0,2,0,0,1
49,3,1,0,408,0,12,7,559,4,0,2,0,0,1
38,1,1,1,318,0,5,7,274,1,6,1,0,0,1
27,6,1,1,1293,0,8,3,1665,3,0,2,1,0,1
25,11,0,1,1608,0,30,3,664,2,0,2,0,0,1
53,3,0,1,1004,0,13,4,393,1,1,3,0,0,1
33,0,0,2,952,0,29,3,1241,5,0,2,1,0,1
61,8,2,2,52587,0,15,1,394,3,1,1,0,0,1
26,1,0,1,668,2,28,4,576,3,0,2,1,0,1
53,1,2,2,2228,0,17,10,890,1,0,2,0,0,1
38,8,0,2,5774,0,15,4,406,4,5,3,1,0,1
24,6,0,1,166,0,10,8,256,2,0,2,0,0,1
33,3,1,0,5,0,17,3,1007,2,0,2,1,0,1
92,5,1,3,775,0,22,9,313,3,0,2,0,0,1
31,1,1,1,183,0,16,3,495,1,0,2,0,0,1
86,5,0,1,614,1,9,11,595,1,0,2,0,0,1
26,0,0,1,2613,0,1,5,326,1,0,2,0,0,1
34,0,0,2,575,0,9,2,116,1,0,2,0,0,1
46,0,1,2,699,0,30,3,970,1,1,0,0,0,1
55,4,1,1,2206,0,12,7,265,1,5,1,0,0,1
46,0,1,2,7331,0,11,8,658,4,2,3,0,0,1
35,3,2,1,336,0,14,4,191,1,2,0,1,0,1
40,3,1,1,1808,0,12,4,560,1,0,2,1,0,1
39,0,1,1,215,0,11,7,1141,4,0,2,0,0,1
25,3,0,1,0,0,23,3,163,1,0,2,0,0,1
26,3,0,1,535,0,14,7,125,1,0,2,0,0,1
30,3,1,1,61,0,5,4,525,1,0,2,1,0,1
36,9,1,2,154,0,26,7,556,7,0,2,0,0,1
39,6,1,1,150,0,3,5,296,4,0,2,0,0,1
44,0,1,0,558,0,19,1,268,5,0,2,0,0,1
25,6,0,1,507,0,15,4,832,1,3,0,1,0,1
42,0,1,2,27696,0,11,7,370,1,7,1,0,0,1
43,0,1,2,3518,0,28,11,206,2,2,1,0,0,1
28,3,0,1,322,1,11,8,240,2,3,3,0,0,1
28,0,2,2,229,0,9,3,1042,2,2,3,1,0,1
24,0,1,1,867,2,20,5,546,10,0,2,1,0,1
43,1,0,1,451,0,12,7,289,2,0,2,0,0,1
36,3,1,1,1193,0,30,9,640,1,0,2,0,0,1
25,1,0,1,505,0,17,10,386,2,0,2,0,1,1
78,5,1,2,1204,1,17,10,135,1,0,2,0,0,1
68,5,1,1,2469,1,15,6,552,2,0,2,1,0,1
32,0,2,2,222,0,15,6,820,4,0,2,0,1,1
27,6,0,2,138,0,15,5,89,2,0,2,0,0,1
37,0,2,2,122,2,19,4,1622,2,0,2,1,0,1
49,1,2,2,1807,0,12,2,229,1,0,2,1,0,1
31,3,1,1,754,2,19,4,1022,4,0,2,1,0,1
35,0,0,2,331,0,14,7,857,2,0,2,0,0,1
44,0,2,2,2367,0,22,8,263,1,6,1,0,0,1
25,1,0,2,3630,1,9,5,221,7,0,2,0,0,1
53,6,1,1,10541,0,9,1,164,2,1,1,0,0,1
41,2,1,0,0,0,3,6,438,2,1,3,0,0,1
32,0,0,2,935,0,10,7,161,2,5,0,0,0,1
55,1,1,2,-466,0,15,4,901,1,0,2,1,0,1
46,3,1,0,804,0,12,4,1063,2,1,1,1,0,1
34,1,1,2,1539,0,15,5,441,1,1,3,1,0,1
77,0,1,3,1780,0,23,3,361,2,5,1,1,0,1
31,3,1,1,0,2,10,7,97,1,1,3,1,0,1
28,8,1,1,123,1,22,9,313,1,0,2,0,1,1
52,0,1,2,40,0,19,10,1265,3,0,2,0,0,1
55,6,1,1,139,0,30,3,241,1,0,2,0,0,1
34,6,1,1,1474,0,2,3,739,2,0,2,0,0,1
47,0,1,2,2351,0,10,2,80,1,0,2,0,0,1
39,6,1,1,260,0,13,10,226,1,4,1,1,0,1
58,0,2,1,10180,0,3,2,180,2,0,2,0,0,1
41,0,1,2,0,0,18,10,897,3,0,2,1,0,1
43,7,1,1,774,0,24,5,482,1,2,1,0,0,1
47,6,0,1,1693,0,22,9,608,2,4,3,1,0,1
54,0,1,2,1464,0,2,9,194,2,1,1,0,0,1
56,0,1,3,4623,0,25,1,305,1,1,1,0,0,1
28,0,0,2,6784,0,1,9,502,1,3,3,0,0,1
52,1,2,1,152,0,13,7,404,6,0,2,0,0,1
55,10,2,0,976,0,28,5,345,1,3,3,0,0,1
34,0,1,2,589,0,19,3,125,2,0,2,0,0,1
45,3,0,1,0,0,26,3,1472,1,4,0,1,0,1
61,8,2,2,6610,0,24,1,481,2,0,2,0,0,1
31,6,0,2,355,0,12,4,609,1,0,2,1,0,1
37,0,1,2,57,0,5,1,345,1,0,2,0,0,1
60,5,1,1,1690,2,20,5,1467,4,0,2,0,0,1
79,5,1,1,2661,0,10,10,254,5,0,2,0,0,1
48,0,1,2,157,0,28,0,417,4,0,2,0,0,1
49,0,1,0,3371,0,11,10,269,2,0,2,0,0,1
21,6,0,1,524,0,26,4,185,1,0,2,0,0,1
36,3,1,1,218,0,4,4,619,6,0,2,1,0,1
41,3,2,1,5291,2,14,4,1423,3,0,2,1,0,1
35,0,1,2,925,0,8,5,200,4,0,2,0,0,1
54,6,1,1,602,0,3,2,143,2,0,2,0,0,1
42,3,1,0,-407,0,12,4,829,7,0,2,1,1,1
35,3,1,0,1177,0,8,5,243,4,0,2,0,0,1
39,0,1,2,1425,0,12,4,775,3,0,2,1,0,1
51,8,1,2,5350,0,31,6,612,4,0,2,1,1,1
31,0,0,2,5205,0,9,5,529,2,0,2,0,0,1
25,11,0,1,679,0,25,9,297,5,6,3,0,0,1
75,5,1,0,1765,1,14,8,808,1,4,0,0,0,1
53,0,1,2,3591,0,5,7,306,2,2,3,1,0,1
45,6,2,1,2353,0,5,2,182,1,2,3,1,0,1
21,11,0,1,2488,0,30,5,258,6,3,1,0,0,1
22,11,0,1,144,0,21,7,116,1,0,2,0,0,1
35,0,1,2,4124,0,23,6,350,2,7,3,1,0,1
26,0,0,2,3,0,1,3,149,1,1,1,1,1,1
37,0,1,2,3236,0,20,4,291,2,5,3,0,0,1
27,0,0,0,13,0,30,0,475,3,0,2,0,0,1
44,3,1,0,1265,0,16,6,555,1,0,2,1,0,1
56,5,1,0,9367,1,13,10,271,2,4,1,0,0,1
34,6,0,2,18,0,30,3,359,1,0,2,1,1,1
55,6,2,1,1872,0,28,7,155,2,8,0,0,0,1
22,11,0,1,1522,0,30,9,368,2,0,2,0,0,1
29,6,0,2,41,0,13,7,148,2,0,2,1,0,1
32,0,0,2,522,0,22,7,576,2,0,2,0,0,1
52,3,1,1,2230,0,29,9,423,3,0,2,0,0,1
32,0,1,2,302,2,23,1,61,1,2,0,1,1,1
70,5,1,0,2346,0,24,1,694,1,5,0,0,0,1
27,7,0,1,1347,1,28,11,824,1,11,1,0,0,1
58,0,1,2,1384,0,27,2,342,1,0,2,1,0,1
37,1,0,2,6101,0,6,1,141,1,0,2,0,0,1
47,6,1,1,2601,0,24,8,261,1,0,2,0,0,1
43,0,1,2,1791,0,5,7,254,1,0,2,0,0,1
26,11,0,2,294,0,5,2,87,1,2,1,0,0,1
53,3,1,0,343,0,25,6,616,5,0,2,1,0,1
65,5,1,1,2,0,14,3,450,1,0,2,0,0,1
29,11,0,1,314,0,7,11,415,2,4,0,0,0,1
40,7,0,1,224,0,17,3,875,2,0,2,1,0,1
32,0,0,2,312,0,17,1,232,2,0,2,0,0,1
41,0,2,2,5037,0,23,3,252,9,5,3,0,0,1
38,1,1,2,4383,0,4,1,1381,4,0,2,0,0,1
34,1,2,1,1451,2,30,4,1097,15,0,2,1,0,1
44,3,1,3,1529,0,30,3,347,1,0,2,1,0,1
25,3,0,1,-247,0,23,6,633,1,0,2,1,0,1
29,3,0,0,213,2,6,5,2653,3,0,2,1,0,1
42,0,2,2,238,0,25,8,692,1,0,2,0,0,1
29,7,0,1,271,2,20,4,1882,2,0,2,1,0,1
46,1,0,1,5862,0,1,5,84,1,0,2,0,0,1
36,3,1,1,1049,0,14,4,224,4,0,2,1,0,1
39,1,0,1,391,0,30,6,962,4,0,2,0,1,1
35,11,1,2,387,0,8,4,1024,3,3,0,1,0,1
30,8,1,2,2666,0,5,7,475,2,4,1,0,0,1
46,3,1,1,922,1,8,6,576,1,0,2,1,0,1
67,5,1,1,203,0,11,9,405,1,2,1,0,0,1
57,1,2,1,3043,0,14,7,707,2,0,2,0,0,1
27,3,0,1,535,0,15,1,171,1,2,1,0,0,1
45,7,0,0,1893,2,3,5,1259,6,0,2,1,0,1
29,1,0,2,673,0,9,1,835,3,0,2,1,0,1
60,6,2,1,-41,0,6,1,1658,1,1,0,1,1,1
28,6,2,1,-504,0,14,4,578,1,0,2,1,1,1
30,9,1,2,330,0,14,3,111,1,0,2,0,0,1
26,6,0,2,313,0,26,1,210,2,0,2,0,1,1
79,5,2,0,2787,1,13,6,617,1,1,1,0,0,1
47,0,1,2,288,0,1,9,101,1,0,2,0,0,1
49,7,1,1,7019,0,2,5,263,1,3,0,1,0,1
82,5,1,1,276,1,17,7,199,1,0,2,0,0,1
30,0,0,2,5389,0,6,7,1456,3,0,2,0,0,1
39,0,1,1,215,0,11,7,1141,4,0,2,0,0,1
31,6,0,1,3950,0,21,10,529,1,0,2,1,0,1
74,5,1,0,1413,0,25,1,385,2,0,2,0,0,1
31,7,0,1,181,0,13,10,239,2,2,1,0,0,1
35,6,0,1,303,0,24,8,173,2,10,3,0,0,1
47,9,1,1,817,0,7,3,721,4,0,2,0,0,1
64,5,2,1,4833,0,20,9,621,1,3,0,0,0,1
54,6,1,1,0,0,27,0,565,1,0,2,0,0,1
32,1,0,2,654,0,25,4,615,4,0,2,1,0,1
36,0,0,2,2944,0,18,7,882,8,0,2,0,0,1
31,3,1,1,754,2,19,4,1022,4,0,2,1,0,1
58,4,1,3,68,0,2,3,268,1,0,2,0,0,1
56,3,1,0,8163,0,14,7,1231,4,0,2,0,0,1
50,6,0,1,133,0,28,6,890,4,0,2,0,0,1
24,8,0,2,2984,2,27,4,935,1,0,2,1,0,1
49,10,1,0,889,1,7,6,388,1,0,2,0,0,1
24,7,0,1,414,0,18,4,493,1,1,3,1,0,1
45,2,1,3,3133,0,10,6,804,1,0,2,1,1,1
23,11,0,1,431,0,15,1,201,3,2,1,0,0,1
60,6,2,1,12039,1,8,3,236,1,0,2,0,0,1
40,3,1,0,57,0,31,6,1007,9,0,2,1,0,1
39,3,2,0,1317,0,20,10,543,1,4,3,1,0,1
43,9,2,1,1854,0,30,3,323,1,0,2,0,0,1
32,8,0,2,1815,1,10,7,235,1,2,0,0,0,1
59,5,0,1,2,1,2,1,935,1,0,2,0,0,1
33,1,1,1,180,0,4,7,561,1,3,0,0,0,1
25,7,0,1,2311,0,21,6,1105,2,0,2,0,1,1
31,8,0,2,3343,0,3,8,365,1,1,1,0,0,1
32,1,1,2,4654,0,20,10,276,1,2,0,1,1,1
57,0,1,2,-92,2,20,5,1617,1,0,2,1,1,1
32,3,1,1,476,0,23,6,956,9,0,2,1,0,1
33,0,2,2,2240,0,3,5,198,1,0,2,0,0,1
30,0,0,2,697,0,29,9,215,3,5,1,0,0,1
37,6,1,2,3913,0,27,3,124,1,0,2,1,0,1
58,7,2,1,462,0,13,10,495,1,1,1,0,0,1
22,11,0,1,185,0,8,6,153,1,0,2,0,0,1
41,1,0,1,5329,0,14,6,397,2,0,2,0,0,1
33,0,0,2,87,0,12,7,978,1,0,2,0,0,1
40,7,0,1,1547,0,20,10,405,1,0,2,1,0,1
28,6,1,1,330,0,2,5,226,2,4,1,0,0,1
57,3,1,1,2887,0,21,7,819,10,0,2,0,0,1
39,10,1,1,1444,1,25,6,362,8,0,2,0,0,1
27,3,0,1,535,0,15,1,171,1,2,1,0,0,1
22,11,0,0,3472,0,19,3,529,1,4,1,0,0,1
28,11,0,1,67,0,20,7,329,3,2,3,0,0,1
60,5,1,1,404,0,5,2,308,2,2,0,0,0,1
30,1,0,1,2371,0,14,5,661,1,2,3,0,0,1
31,6,1,1,35,0,13,7,315,2,1,1,0,0,1
41,3,1,0,143,2,2,5,659,2,0,2,1,1,1
45,4,1,2,406,0,7,8,314,1,0,2,0,0,1
33,0,1,2,271,0,14,7,801,2,0,2,1,0,1
57,0,2,2,6468,0,4,8,730,1,4,0,1,0,1
39,1,1,1,2983,0,3,11,472,1,0,2,0,0,1
74,5,1,1,921,1,17,3,394,2,0,2,0,0,1
34,0,1,2,0,0,6,1,787,3,1,3,0,0,1
37,6,1,1,597,0,2,5,395,1,0,2,0,0,1
36,1,1,2,4596,0,16,3,901,2,0,2,1,0,1
33,0,2,2,990,0,24,6,1491,2,0,2,1,0,1
59,10,1,2,0,1,13,10,494,1,0,2,0,0,1
74,5,1,0,0,1,13,7,562,2,0,2,0,0,1
56,5,2,0,694,0,29,0,144,1,1,3,0,0,1
41,3,2,0,664,0,15,6,955,5,0,2,0,1,1
32,6,0,2,8866,0,18,2,278,2,0,2,0,0,1
38,0,1,3,3576,0,26,4,579,1,0,2,0,0,1
46,1,1,1,57,2,28,4,796,1,0,2,0,0,1
51,2,1,1,-799,0,15,6,1001,3,0,2,0,1,1
44,3,0,1,712,0,6,3,740,3,0,2,1,1,1
19,11,0,1,372,1,8,6,444,3,0,2,0,0,1
51,6,1,1,949,0,5,7,1092,1,0,2,0,0,1
55,0,1,3,1504,0,31,7,186,3,2,1,1,0,1
49,0,1,2,1093,0,12,0,243,2,2,1,1,1,1
57,1,1,1,589,0,11,7,167,1,5,0,1,0,1
26,7,0,1,-189,0,17,6,538,2,0,2,0,1,1
51,10,2,2,1613,0,4,7,870,1,0,2,0,0,1
31,0,0,2,354,0,30,3,502,1,2,1,0,0,1
36,7,1,1,4721,0,9,11,149,3,0,2,0,0,1
28,1,0,1,598,0,2,2,177,1,2,0,1,0,1
39,0,1,3,76,0,15,8,200,1,1,1,0,0,1
34,0,1,2,0,0,30,3,300,1,1,1,1,0,1
27,1,0,1,439,0,15,3,1038,2,0,2,1,0,1
33,1,1,1,221,0,13,4,669,1,4,0,1,0,1
53,0,1,2,1624,0,30,3,284,3,3,1,0,0,1
32,7,1,1,-34,2,30,4,1236,2,0,2,1,0,1
35,0,1,2,867,2,2,5,230,3,0,2,1,0,1
24,6,0,1,1295,0,22,6,355,2,1,1,0,0,1
48,0,1,2,1093,0,13,9,1226,2,0,2,1,1,1
39,7,1,1,25,0,12,4,658,1,3,0,1,1,1
47,0,0,2,6651,0,8,6,229,1,2,0,0,0,1
27,3,0,1,3792,0,22,3,279,2,0,2,0,0,1
38,1,0,2,25,0,1,5,232,2,0,2,1,0,1
56,1,1,1,23,0,20,10,857,3,0,2,0,0,1
27,0,0,2,20585,0,15,5,188,1,0,2,0,0,1
36,0,1,2,96,0,30,6,729,4,0,2,0,0,1
61,5,1,2,1257,0,10,1,503,1,0,2,0,0,1
46,9,1,1,2551,0,12,7,645,2,0,2,0,0,1
48,9,1,1,817,0,16,6,806,3,5,1,0,0,1
18,11,0,3,3,0,25,7,130,2,0,2,0,0,1
40,1,1,0,284,0,20,3,1332,2,0,2,1,0,1
37,1,0,1,2442,0,16,1,91,3,0,2,0,0,1
36,3,1,1,324,0,16,6,830,1,0,2,1,1,1
39,0,1,2,-190,2,11,5,893,8,0,2,0,1,1
45,6,2,1,2353,0,5,2,182,1,2,3,1,0,1
36,7,0,1,0,0,12,4,398,6,0,2,1,0,1
54,1,1,2,876,0,27,9,269,3,3,1,0,0,1
58,2,1,2,853,2,5,5,1149,2,0,2,0,0,1
37,0,1,2,156,0,19,10,366,3,0,2,0,0,1
60,3,1,0,493,0,18,7,671,4,0,2,0,0,1
46,9,0,2,44,0,14,7,225,1,0,2,0,0,1
64,5,1,0,12067,1,30,6,367,2,2,1,0,0,1
69,5,2,1,4572,1,27,9,146,2,1,3,0,0,1
39,0,1,1,215,0,11,7,1141,4,0,2,0,0,1
38,6,1,1,47,0,4,4,288,5,0,2,1,0,1
25,1,0,1,4859,0,12,0,227,1,0,2,0,0,1
25,0,0,2,528,0,14,7,201,1,0,2,0,0,1
31,8,1,2,2666,1,8,6,411,2,9,3,0,0,1
59,6,1,1,3735,0,18,2,203,4,2,0,0,0,1
45,7,0,0,1893,2,3,5,1259,6,0,2,1,0,1
35,0,0,2,916,0,14,4,460,2,0,2,1,0,1
41,3,1,1,5060,0,4,4,963,1,3,1,0,0,1
26,1,0,1,237,0,4,4,1091,3,0,2,1,0,1
30,0,0,2,502,0,18,6,572,1,0,2,0,1,1
44,1,1,1,2776,0,27,0,701,1,0,2,1,0,1
26,3,0,1,5005,0,3,3,117,1,0,2,0,1,1
27,3,0,1,535,0,15,1,171,1,2,1,0,0,1
29,0,0,2,1445,0,4,11,271,2,0,2,0,0,1
22,1,0,1,283,0,22,2,254,2,0,2,1,0,1
32,1,0,2,0,0,13,4,440,2,0,2,1,1,1
27,0,0,1,178,2,3,5,732,2,0,2,1,0,1
33,3,2,0,390,2,9,4,665,2,0,2,1,0,1
41,0,1,2,1468,0,31,2,237,3,0,2,1,0,1
37,0,0,2,455,0,13,7,904,6,0,2,1,0,1
58,5,1,0,2074,0,18,5,259,2,0,2,0,0,1
28,11,0,1,949,2,28,4,1730,1,0,2,1,0,1
37,7,1,1,2678,0,25,2,156,1,0,2,0,0,1
52,7,1,1,659,0,28,0,390,4,1,1,0,0,1
55,10,2,0,77,0,31,6,463,6,0,2,0,0,1
32,6,2,1,-241,2,27,5,856,2,0,2,0,1,1
31,3,0,2,761,1,18,10,514,2,0,2,0,0,1
50,6,0,1,133,0,28,6,890,4,0,2,0,0,1
32,0,1,2,1812,0,4,7,296,1,4,3,0,0,1
46,1,1,1,1353,0,18,7,528,5,0,2,0,0,1
55,0,1,1,2693,0,22,8,182,1,7,1,0,0,1
51,1,1,2,1347,0,10,1,160,1,1,0,1,1,1
33,3,1,0,5,0,17,3,1007,2,0,2,1,0,1
55,9,2,1,309,0,20,3,167,1,3,1,0,0,1
68,5,1,2,2812,0,3,7,392,4,3,1,0,0,1
59,1,1,1,1,0,15,3,159,2,3,0,0,0,1
59,0,2,2,258,1,29,9,266,1,0,2,1,0,1
59,5,2,2,3444,0,6,1,241,2,0,2,0,0,1
41,1,1,1,1270,2,5,4,1389,1,0,2,1,0,1
48,0,1,2,1,1,10,10,248,1,0,2,0,0,1
37,9,0,1,443,0,29,0,1600,1,0,2,0,0,1
29,10,0,2,19,0,5,1,110,2,2,1,0,0,1
67,0,1,2,405,0,10,10,344,2,2,1,0,0,1
41,3,1,1,-190,0,29,6,808,3,0,2,0,1,1
19,11,0,1,302,0,16,6,205,1,0,2,0,0,1
30,0,0,2,398,0,30,3,554,1,2,1,0,0,1
47,0,0,2,86,0,30,3,387,3,1,1,0,0,1
40,1,1,0,284,0,20,3,1332,2,0,2,1,0,1
30,6,0,1,915,2,27,3,370,1,0,2,1,0,1
42,0,1,2,4,0,17,6,795,1,0,2,1,0,1
34,3,1,1,29,0,15,4,285,5,0,2,1,0,1
52,0,1,2,3634,0,8,1,341,8,0,2,0,0,1
55,6,2,1,1872,0,28,7,155,2,8,0,0,0,1
51,9,1,1,234,0,22,7,735,1,0,2,0,0,1
45,6,1,3,5511,0,2,6,272,1,0,2,0,0,1
50,5,1,1,8648,0,12,4,731,3,1,0,0,0,1
32,7,0,2,945,0,20,10,531,1,0,2,0,0,1
25,11,0,1,4147,0,14,7,211,3,0,2,0,0,1
42,0,1,3,1519,0,19,6,268,1,0,2,0,0,1
41,0,1,2,0,0,11,7,1242,5,0,2,0,0,1
24,11,0,0,474,0,30,3,551,1,0,2,0,0,1
36,10,1,0,78,1,30,6,2692,9,0,2,1,0,1
34,0,1,2,1006,0,19,10,783,3,2,3,1,0,1
33,3,1,1,0,0,29,6,454,6,0,2,0,0,1
64,9,2,1,588,0,8,2,409,1,0,2,0,0,1
33,0,0,2,1962,0,13,6,363,1,1,0,0,0,1
43,6,0,1,1707,0,6,8,369,3,5,3,1,0,1
45,3,0,1,0,0,26,3,1472,1,4,0,1,0,1
49,1,1,2,1071,0,16,8,225,1,1,1,0,0,1
24,0,0,2,1,0,14,4,396,5,0,2,0,0,1
30,8,0,2,432,0,2,1,402,1,0,2,1,0,1
27,3,0,1,3792,0,22,9,504,1,2,1,0,0,1
59,7,2,1,1,0,28,0,602,1,5,3,1,0,1
59,6,1,1,0,0,10,6,982,1,0,2,1,0,1
39,0,1,2,0,0,30,3,342,3,3,3,0,0,1
33,6,0,1,555,0,9,8,204,1,1,1,1,0,1
28,6,0,1,136,0,16,5,355,1,0,2,0,0,1
33,3,1,1,89,0,18,6,278,2,0,2,1,0,1
38,1,1,1,0,0,8,6,635,1,0,2,0,0,1
51,3,1,0,0,0,25,6,946,3,0,2,1,1,1
59,9,1,1,957,0,8,2,301,1,2,1,0,0,1
60,0,2,1,0,0,5,7,603,3,0,2,0,0,1
44,0,1,2,1954,0,2,5,294,1,0,2,0,0,1
26,3,0,0,941,0,29,0,1165,1,0,2,0,0,1
33,7,0,1,489,0,4,4,297,4,1,3,1,0,1
76,5,1,2,2991,0,22,9,344,1,1,1,0,0,1
34,1,0,2,2838,0,13,4,620,3,0,2,1,0,1
58,6,2,1,3337,1,8,9,369,2,3,0,1,0,1
56,0,1,2,2333,0,4,4,244,1,0,2,0,0,1
58,6,1,1,169,0,13,7,880,1,8,1,0,0,1
36,0,0,2,2646,0,13,9,169,1,10,1,0,0,1
29,1,1,1,273,0,4,1,2775,2,0,2,0,0,1
55,1,1,2,169,0,5,7,618,2,0,2,0,1,1
53,1,1,1,1319,2,19,5,1318,3,0,2,0,0,1
46,6,1,2,2552,0,3,8,260,1,8,1,0,0,1
34,0,1,2,3301,0,17,8,164,5,6,1,1,0,1
58,3,0,1,119,0,12,4,985,1,0,2,1,1,1
48,6,2,1,362,0,13,7,529,1,0,2,0,0,1
25,1,0,1,139,0,12,9,138,1,0,2,0,1,1
30,0,1,2,419,0,4,5,194,1,0,2,1,0,1
60,5,1,1,11,0,29,5,265,1,2,0,0,0,1
27,4,0,1,1187,1,26,1,232,1,1,0,0,0,1
74,5,1,2,1843,0,15,2,192,1,2,1,0,0,1
73,5,1,0,1388,1,11,0,767,2,1,1,0,0,1
37,7,1,1,4017,0,30,3,665,2,1,1,0,0,1
25,7,0,3,2022,0,29,6,276,8,12,3,0,0,1
57,9,1,1,3754,0,5,1,1063,2,0,2,0,0,1
27,6,0,1,261,0,3,5,592,4,0,2,1,1,1
23,11,0,3,854,2,28,4,664,2,0,2,1,0,1
36,3,1,1,1165,2,13,4,1001,4,0,2,1,0,1
61,1,1,1,1191,0,21,4,214,4,0,2,0,0,1
45,6,2,1,0,0,29,9,264,1,0,2,0,0,1
79,5,1,0,429,1,8,6,1006,2,0,2,0,0,1
34,1,0,2,6529,0,14,7,505,2,0,2,0,0,1
40,6,1,1,4775,0,15,8,215,1,0,2,0,0,1
41,0,0,2,1982,0,21,10,558,1,0,2,0,0,1
72,5,1,1,951,0,12,2,229,3,1,0,0,1,1
